#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name              accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#      ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
CAIVOT010000198.1_RG179391 -          PrimPol              COG4951         0.91   -2.6   0.2       5.7   -5.2   0.2   1.2   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          PrimPol              COG4951          1.1   -2.9   0.1         7   -6.2   0.1   1.1   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          PrimPol              COG4951            7   -8.5   9.2         7   -6.9   5.4   1.6   1   1   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas6                 COG5551         0.47   -1.3   0.0         3   -3.9   0.0   1.3   1   1   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas6                 COG5551         0.88   -2.2   0.0         7   -5.1   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDD01000075.1_RG1990334   -          c2c1                 c2c1            0.64   -3.5   0.0       2.7   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          c2c1                 c2c1             1.1   -4.3   0.0       4.5   -6.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          c2c1                 c2c1             1.1   -4.3   0.0       4.5   -6.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          c2c1                 c2c1             1.1   -4.3   0.0       4.5   -6.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          c2c1                 c2c1             1.1   -4.3   0.0       4.5   -6.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          c2c1                 c2c1               7  -18.3  27.7      0.26   -2.2   0.1   2.4   1   1   2   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          c2c2                 c2c2            0.67   -3.3   3.9      0.13   -0.9   0.5   1.3   2   0   0   2   2   2   0 RG1990038
RGDD01000075.1_RG1990334 -          c2c2                 c2c2             1.2   -4.2   1.8       2.1   -5.0   0.0   1.1   2   0   0   2   2   2   0 RG1990334
LTBA01000016.1_RG2477003 -          c2c2                 c2c2               7  -66.9 129.5      0.22   -1.7   0.8   3.8   2   1   1   4   4   4   0 RG2477003
LTBA01000016.1_RG2477003 -          c2c3                 c2c3               7  -30.1  41.1         7  -11.9  12.8   1.9   1   1   0   2   2   2   0 RG2477003
CAIJFF010000603.1_RG179391 -          DEDDh                cd06127         0.13    1.0   0.7      0.27   -0.0   0.0   1.7   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          DEDDh                cd06127         0.13    1.0   0.7      0.27   -0.0   0.0   1.7   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          DEDDh                cd06127         0.13    1.0   0.7      0.27   -0.0   0.0   1.7   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          DEDDh                cd06127         0.13    1.0   0.7      0.27   -0.0   0.0   1.7   2   0   0   2   2   2   0 RG179391
RGDD01000075.1_RG1990334   -          DEDDh                cd06127         0.69   -1.3   0.0         7   -4.6   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas1                 cd09634            7   -7.8  10.4      0.69   -2.5   0.6   2.3   1   1   1   2   2   2   0 RG2477003
LTBA01000016.1_RG2477003 -          cas1                 cd09636            7  -12.0  13.8       1.4   -3.3   1.3   2.1   2   1   0   2   2   2   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas4                 cd09637          0.8   -1.4   0.0       2.1   -2.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas4                 cd09637          0.8   -1.4   0.0       2.1   -2.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas4                 cd09637          0.8   -1.4   0.0       2.1   -2.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas4                 cd09637          0.8   -1.4   0.0       2.1   -2.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas4                 cd09637          2.3   -2.9   8.8      0.16    0.8   0.1   3.4   4   0   0   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038 -          cas2                 cd09638         0.32    0.4   0.2       1.8   -2.0   0.2   1.7   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas2                 cd09638            7   -9.7  21.3     0.082    2.3   0.2   4.3   4   0   0   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334   -          cas3                 cd09639         0.43   -1.8   0.0       3.6   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          cas3                 cd09639         0.56   -2.2   0.0       3.4   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas3                 cd09639          0.6   -2.3   0.2       1.5   -3.6   0.2   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas3                 cd09639          0.6   -2.3   0.2       1.5   -3.6   0.2   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas3                 cd09639          0.6   -2.3   0.2       1.5   -3.6   0.2   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas3                 cd09639          0.6   -2.3   0.2       1.5   -3.6   0.2   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas3                 cd09639            7  -21.6  24.4      0.39   -1.7   0.8   2.4   2   1   2   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038   -          cas7                 cd09640         0.39   -1.2   0.1       1.8   -3.4   0.0   1.3   2   0   0   2   2   2   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas7                 cd09640          1.6   -3.2   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas7                 cd09640          1.6   -3.2   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas7                 cd09640          1.6   -3.2   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas7                 cd09640          1.6   -3.2   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas7                 cd09640            7   -7.0   8.9       6.3   -5.2   4.6   1.9   1   1   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas3HD               cd09641         0.85   -1.7   0.0       3.7   -3.8   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas3HD               cd09641            7  -19.6  26.9       1.1   -2.0   0.1   3.8   3   1   0   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003 -          cas8c                cd09642         0.32   -1.7   0.0         3   -4.9   0.0   1.3   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas8c                cd09642         0.65   -2.7   0.0       3.1   -5.0   0.0   1.1   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          cas9                 cd09643          0.3   -2.3   0.6       1.1   -4.1   0.6   1.2   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          cas9                 cd09643         0.48   -2.9   0.3       1.4   -4.5   0.3   1.1   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas9                 cd09643          1.2   -4.3   0.0       4.3   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas9                 cd09643          1.2   -4.3   0.0       4.3   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas9                 cd09643          1.2   -4.3   0.0       4.3   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas9                 cd09643          1.2   -4.3   0.0       4.3   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas9                 cd09643            7  -53.2  86.4     0.036    0.8   2.5   3.4   2   1   2   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334 -          csn2                 cd09644        0.028    2.7   0.7     0.088    1.1   0.7   1.8   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          csn2                 cd09644         0.29   -0.6   0.1       1.4   -2.8   0.1   1.4   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csn2                 cd09644            7  -64.3  89.9       0.2   -0.1   0.2   7.0   6   1   1   8   8   8   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas5                 cd09645        0.093    1.2   3.3     0.041    2.4   0.0   2.0   3   0   0   3   3   3   0 RG179391
CAIKUN010000204.1_RG179391 -          cas5                 cd09645        0.093    1.2   3.3     0.041    2.4   0.0   2.0   3   0   0   3   3   3   0 RG179391
CAILXL010000619.1_RG179391 -          cas5                 cd09645        0.093    1.2   3.3     0.041    2.4   0.0   2.0   3   0   0   3   3   3   0 RG179391
CAIVOT010000198.1_RG179391 -          cas5                 cd09645        0.093    1.2   3.3     0.041    2.4   0.0   2.0   3   0   0   3   3   3   0 RG179391
CAIJFF010000603.1_RG179391 -          cas7                 cd09646          1.3   -2.8   0.1         7   -5.5   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas7                 cd09646          1.3   -2.8   0.1         7   -5.5   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas7                 cd09646          1.3   -2.8   0.1         7   -5.5   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas7                 cd09646          1.3   -2.8   0.1         7   -5.5   0.1   1.1   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          cas7                 cd09646          1.6   -3.1   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          cas7                 cd09646          3.5   -4.2   2.6         7   -6.7   2.6   1.3   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          csm2gr11             cd09647         0.46    0.2   0.0       1.7   -1.6   0.0   1.5   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          csm2gr11             cd09647         0.59   -0.1   0.0       3.6   -2.6   0.0   1.6   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csm2gr11             cd09647            7  -20.5  34.8      0.63   -0.2   0.0   6.4   3   2   4   7   7   7   0 RG2477003
LTBA01000016.1_RG2477003   -          cas2                 cd09648         0.47   -0.3   0.0         7   -4.1   0.0   1.6   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas2                 cd09648         0.74   -1.0   0.0         7   -4.4   0.0   1.4   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas2                 cd09648         0.74   -1.0   0.0         7   -4.4   0.0   1.4   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas2                 cd09648         0.74   -1.0   0.0         7   -4.4   0.0   1.4   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas2                 cd09648         0.74   -1.0   0.0         7   -4.4   0.0   1.4   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038   -          cas2                 cd09648         0.91   -1.3   0.0       5.6   -3.8   0.0   1.3   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas5                 cd09649        0.097    1.4   0.1      0.34   -0.3   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          cas5                 cd09649        0.097    1.4   0.1      0.34   -0.3   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          cas5                 cd09649        0.097    1.4   0.1      0.34   -0.3   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          cas5                 cd09649        0.097    1.4   0.1      0.34   -0.3   0.0   1.6   2   0   0   2   2   2   0 RG179391
LTBA01000016.1_RG2477003   -          cas5                 cd09649          0.4   -0.6   0.0       4.9   -4.1   0.0   1.5   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334   -          cas5                 cd09649          0.7   -1.4   0.0       2.9   -3.4   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          cas7                 cd09650            1   -2.6   2.5         7   -6.1   2.5   1.6   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas7                 cd09650          1.2   -2.8   0.0         7   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas7                 cd09650          1.2   -2.8   0.0         7   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas7                 cd09650          1.2   -2.8   0.0         7   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas7                 cd09650          1.2   -2.8   0.0         7   -5.6   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003 -          cas5                 cd09651          0.6   -1.2   1.0       2.8   -3.4   1.0   1.5   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas6                 cd09652         0.48   -0.3   0.0       2.5   -2.7   0.0   1.5   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          cas6                 cd09652          1.3   -1.7   0.1         7   -4.8   0.1   1.3   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas6                 cd09652            7  -34.3  51.7         7   -5.2   5.7   4.9   2   2   1   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          csa5gr11             cd09653         0.52   -0.5   0.1         4   -3.3   0.1   1.5   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csa5gr11             cd09653            7  -15.2  19.8       2.2   -2.5   0.4   3.4   3   1   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038   -          cmr5gr11             cd09654        0.094    1.7   0.2      0.27    0.2   0.2   1.7   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          cmr5gr11             cd09654         0.49   -0.6   0.0       3.3   -3.3   0.0   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cmr5gr11             cd09654          1.6   -2.3   0.0         7   -5.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cmr5gr11             cd09654          1.6   -2.3   0.0         7   -5.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cmr5gr11             cd09654          1.6   -2.3   0.0         7   -5.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cmr5gr11             cd09654          1.6   -2.3   0.0         7   -5.1   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cmr5gr11             cd09654            7  -35.8  45.4      0.75   -1.2   0.6   4.3   4   1   0   5   5   5   0 RG2477003
CAIJFF010000603.1_RG179391 -          casR                 cd09655          1.1   -2.2   0.0       4.6   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          casR                 cd09655          1.1   -2.2   0.0       4.6   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          casR                 cd09655          1.1   -2.2   0.0       4.6   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          casR                 cd09655          1.1   -2.2   0.0       4.6   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          casR                 cd09655            7  -27.3  39.6      0.12    0.9   0.2   5.0   5   1   2   7   7   7   0 RG2477003
LTBA01000016.1_RG2477003 -          cmr3gr5              cd09656        0.052    1.6   3.7     0.032    2.3   0.0   2.5   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334 -          cmr3gr5              cd09656         0.68   -2.1   0.0       6.6   -5.3   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDD01000075.1_RG1990334   -          cmr1gr7              cd09657         0.57   -0.9   0.1       4.9   -4.0   0.1   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cmr1gr7              cd09657          1.5   -2.3   0.0       5.8   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cmr1gr7              cd09657          1.5   -2.3   0.0       5.8   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cmr1gr7              cd09657          1.5   -2.3   0.0       5.8   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cmr1gr7              cd09657          1.5   -2.3   0.0       5.8   -4.2   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cmr1gr7              cd09657            7  -38.5  68.2      0.22    0.4   6.5   6.0   3   1   2   5   5   5   0 RG2477003
RGDD01000075.1_RG1990334 -          cas5                 cd09658         0.06    1.9   0.0      0.14    0.8   0.0   1.4   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          cas5                 cd09658         0.47   -1.0   0.4       3.4   -3.8   0.1   1.4   2   0   0   2   2   2   0 RG1990038
